dataset,arch,class,n_pred_target,low_support,monitor_drift,pred_mass_drop,b_confidence_shift,b_entropy_shift,b_share_drift,b_raw_score_ks,coverage,undercoverage,failing
nslkdd,mlp,Normal,1700,False,0.15512986295635184,-0.19383973639292784,0.018219940597885675,0.04564888643112318,0.19383973639292784,0.3069211297220189,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,421,False,0.4993963505234961,0.18405685093522503,0.06742230525902226,0.16743853686684848,0.18405685093522503,0.18405685093522503,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,206,False,0.38304902327085766,0.003771566331109047,0.04963256228538049,0.13955597435200398,0.003771566331109047,0.16067155936955874,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.007462686567164179,,,0.007462686567164179,0.19744611916730048,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1755,False,0.17310273222104794,-0.2177578912123702,0.016000763177403066,0.04287574984933608,0.2177578912123702,0.3074928526030245,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,370,False,0.4636449221354882,0.20586774828260307,0.06834761997434147,0.16912180179006278,0.20586774828260307,0.20586774828260307,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,202,False,0.32189023037858067,0.005450375735240334,0.03655913081903661,0.10975980644126945,0.005450375735240334,0.1651007586485434,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,2,True,,0.0066043174684517324,,,0.0066043174684517324,0.19070050169206926,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1704,False,0.16667629578996168,-0.1952422660973443,0.0199201931609021,0.05003947160674796,0.1952422660973443,0.3135589342800976,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,432,False,0.4721409181314842,0.17941731799380528,0.07370474147006356,0.17512738124495988,0.17941731799380528,0.17941731799380528,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,193,False,0.5298247389237917,0.00938407666060051,0.049035243860594546,0.15506263379094548,0.00938407666060051,0.15685536225300273,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,0,True,,0.007462686567164179,,,0.007462686567164179,0.2016130525795169,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1716,False,0.16735292647124217,-0.20070374325693474,0.015099314366614047,0.039983321231273884,0.20070374325693474,0.3113587434006615,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,385,False,0.48354664203720804,0.19950086637924047,0.07106877739435358,0.17592065825632172,0.19950086637924047,0.19950086637924047,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,226,False,0.4457310161487905,-0.004808442248899536,0.04109515940649866,0.13361502248782137,0.004808442248899536,0.16539056408856345,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,3,True,,0.006175685280162892,,,0.006175685280162892,0.18672110844228978,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1752,False,0.18206538296452057,-0.21582545649185547,0.017641172617366974,0.04566692186990373,0.21582545649185547,0.3178049753422588,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,396,False,0.4441527026432687,0.19485471078968866,0.061355979920060144,0.15150890609638284,0.19485471078968866,0.19485471078968866,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,179,False,0.514062745676889,0.015387507192332922,0.053545107351524845,0.1617192432604914,0.015387507192332922,0.1555689128533458,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,3,True,,0.006176237167507232,,,0.006176237167507232,0.19818252084709836,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1625,False,0.11932344213649851,-0.1620351922034996,0.009534088045623945,0.023945963870231377,0.1620351922034996,0.2924047987560213,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,508,False,0.5418765376260083,0.1469455210325328,0.09885698059973391,0.2311076762729719,0.1469455210325328,0.1469455210325328,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,191,False,0.36866131122678647,0.00978315792542532,0.04694279362136777,0.10809047947798185,0.00978315792542532,0.11616109599596425,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,3,True,,0.006757880686111871,,,0.006757880686111871,0.1517481052253996,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1685,False,0.14154302670623145,-0.18808546074303845,0.01030976722785204,0.026168658042754357,0.18808546074303845,0.29577493774847785,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,427,False,0.4984173183890686,0.18161593638964343,0.09636721534249215,0.21927182361253428,0.18161593638964343,0.18161593638964343,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,212,False,0.4006222168994763,0.0007351154009879457,0.059949446568792863,0.13099462852605775,0.0007351154009879457,0.14073932229092873,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,5,True,,0.005898959226332042,,,0.005898959226332042,0.1553691227907581,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1619,False,0.13047600544718413,-0.15916335442600138,0.01035392322779971,0.02543389324820498,0.15916335442600138,0.3053325758347418,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,512,False,0.5394466655787642,0.14532370808996514,0.09495694303555069,0.2247645779035178,0.14532370808996514,0.14532370808996514,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,196,False,0.5867023093138005,0.007674212420253401,0.08182601110006038,0.18757295924567569,0.007674212420253401,0.12076346852286507,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,4,True,,0.006329616106903895,,,0.006329616106903895,0.15519170687927464,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1665,False,0.1445246433376997,-0.17919520936351674,0.009746486760829343,0.02535087053689559,0.17919520936351674,0.2924047987560213,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,451,False,0.5240901661330879,0.17139854548555725,0.08831132676848219,0.20896607506660447,0.17139854548555725,0.17139854548555725,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,202,False,0.3841361343289551,0.005064153206420591,0.07842277821043597,0.15708719570097196,0.005064153206420591,0.14662012645499467,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,12,True,,0.00289687682510801,,,0.00289687682510801,0.16210262796480646,0.02981848141104289,0.920181518588957,1
nslkdd,mlp,Normal,1684,False,0.1547248673146458,-0.18703642475190196,0.01050398213172099,0.02659782078546313,0.18703642475190196,0.3014732276357709,0.9268402777777777,0.02315972222222229,0
nslkdd,mlp,DoS,464,False,0.4873184328201435,0.1659068984844763,0.09104522750880673,0.21015171624201595,0.1659068984844763,0.1659068984844763,0.39876378933089374,0.5512362106691062,1
nslkdd,mlp,Probe,178,False,0.512292770217263,0.015392908818195078,0.0819922118250227,0.17999466228715139,0.015392908818195078,0.13577204485219607,0.6278059099362795,0.32219409006372046,1
nslkdd,mlp,R2L,5,True,,0.00590079964035158,,,0.00590079964035158,0.1598665644079882,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1921,False,0.4841563026682678,-0.28954858773848935,0.04487800164726197,0.0958656217725396,0.28954858773848935,0.4056203143214893,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,184,False,0.17673382666784526,0.28551824518798163,0.015210479201350324,0.04278727867082994,0.28551824518798163,0.28551824518798163,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,223,False,0.47050352338244716,-0.0030450992661218146,0.13033733726326735,0.2372775063919502,0.0030450992661218146,0.3580380498449727,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,3,True,,0.0066520269759393295,,,0.0066520269759393295,0.39548894264677054,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1921,False,0.45708706789471243,-0.28990228294196996,0.03594145147188155,0.0766012029564782,0.28990228294196996,0.3834820509815092,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,182,False,0.2501332533281415,0.2863427361412279,0.026049868648905683,0.05922406438349817,0.2863427361412279,0.2863427361412279,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,218,False,0.44960419397116647,-0.0009402353586828033,0.11394153285870223,0.21603090055669733,0.0009402353586828033,0.35266063073364795,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,9,True,,0.004076367318734607,,,0.004076367318734607,0.3922340629970411,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1947,False,0.5138518767130951,-0.3003444240060237,0.04707897042421527,0.10025456565208282,0.3003444240060237,0.4358871040222413,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,198,False,0.23475973795462612,0.27954866374670206,0.021457166308704534,0.04513799669833079,0.27954866374670206,0.27954866374670206,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,179,False,0.5906528332003192,0.01586384888810935,0.15422948641065393,0.2872537395523672,0.01586384888810935,0.37799061696735115,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,8,True,,0.004508496530522091,,,0.004508496530522091,0.4369056963276752,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1953,False,0.4988901056004218,-0.30327660146650304,0.0401478933326328,0.08700354347491694,0.30327660146650304,0.42492533362650864,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,178,False,0.18839723653594492,0.28809224776198417,0.015586886158303948,0.040668686028218035,0.28809224776198417,0.28809224776198417,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,195,False,0.4227399267399267,0.00896691274589019,0.10913399718881955,0.20524721439097138,0.00896691274589019,0.3756270674339902,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,5,True,,0.005794026117938471,,,0.005794026117938471,0.4186549658127937,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1958,False,0.508793677120521,-0.3050614051380992,0.03961618463591776,0.08639177928217036,0.3050614051380992,0.434171838156032,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,199,False,0.2285417794753611,0.2791198472801497,0.02429167827309986,0.05664124922649928,0.2791198472801497,0.2791198472801497,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,170,False,0.6052436974789916,0.019723197087080202,0.13297192887899245,0.26676147514477594,0.019723197087080202,0.3848516804321882,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,4,True,,0.006223762396731353,,,0.006223762396731353,0.43133108226249506,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1880,False,0.34682746998104064,-0.2719595701494717,0.03895554855312078,0.08995945263306268,0.2719595701494717,0.34076134838281547,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,226,False,0.29471751071174296,0.2675002271699636,0.10234706567701435,0.169600178384365,0.2675002271699636,0.26755315402504987,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,221,False,0.45849515190691664,-0.002187098408120966,0.13065383639964434,0.24599791801307969,0.002187098408120966,0.25896919466306567,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,4,True,,0.006275953402025171,,,0.006275953402025171,0.3108505910982888,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1896,False,0.29000459539624845,-0.2791726692080644,0.03219929129567545,0.0748583259447918,0.2791726692080644,0.34671819425382444,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,217,False,0.32932845779388087,0.2713212769137601,0.09938331451873894,0.17260934062158523,0.2713212769137601,0.2713742037688464,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,208,False,0.4294010989010989,0.003351610134879432,0.10996932850925478,0.21895537811889676,0.003351610134879432,0.2655255364125405,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,9,True,,0.004129294173820878,,,0.004129294173820878,0.2603502440314181,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1909,False,0.3623346420550908,-0.2840493982770357,0.040595857317018536,0.09530283339955543,0.2840493982770357,0.3601097828255896,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,239,False,0.3197069549884126,0.2619671886180571,0.1030255793419218,0.17038218500354133,0.2619671886180571,0.2620201154731434,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,177,False,0.5890266343825666,0.016721481821213982,0.1638949563687997,0.31632813669405835,0.016721481821213982,0.27471693210891635,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,7,True,,0.004990239852160678,,,0.004990239852160678,0.3201412466153594,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1917,False,0.30026258024863517,-0.2878325860224876,0.03272110832997732,0.07787820004373491,0.2878325860224876,0.34719635481782196,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,211,False,0.2818914123442991,0.27393523360497,0.08594639274260774,0.14716081669729006,0.27393523360497,0.2739881604600563,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,198,False,0.4334025974025974,0.007679911458888911,0.11697473244921641,0.22899852569730395,0.007679911458888911,0.28513822083209184,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,5,True,,0.005846952973024742,,,0.005846952973024742,0.26065754090523857,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1923,False,0.3086496449957008,-0.29005282880876815,0.03248161242989489,0.07794977153229869,0.29005282880876815,0.3622538651583511,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,237,False,0.3266451468214723,0.2628248215511617,0.10068082039290771,0.17392269168711233,0.2628248215511617,0.262877748406248,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,167,False,0.6075996578272027,0.021009646486737144,0.1443754184062508,0.2969575086097966,0.021009646486737144,0.2862949767058288,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,4,True,,0.006276689251817624,,,0.006276689251817624,0.27425788469426166,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1919,False,0.3522672701626656,-0.2889022943008335,0.043572014453309826,0.09711394195371699,0.2889022943008335,0.3419424959596442,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,194,False,0.21199426464073184,0.2813340946081499,0.0232577304438063,0.06282946425603836,0.2813340946081499,0.2813340946081499,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,214,False,0.5026725131225195,0.0009217583050545874,0.107015845677217,0.2121921337229011,0.0009217583050545874,0.23618755533649152,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,4,True,,0.006275953402025171,,,0.006275953402025171,0.323910786438573,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1918,False,0.30084091573862765,-0.28882643671424635,0.034313431216144386,0.0766069922744607,0.28882643671424635,0.34511307947523817,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,190,False,0.24286784033253866,0.2830151134565507,0.02722109667389805,0.07271685582878264,0.2830151134565507,0.2830151134565507,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,214,False,0.48398092433747275,0.0008823565489146368,0.10453276965293867,0.21368117728834277,0.0008823565489146368,0.2044717968008556,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,8,True,,0.004558478723177102,,,0.004558478723177102,0.3069021162110187,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1939,False,0.3650135082782391,-0.29712559969395025,0.04374277246500269,0.0979385569731772,0.29712559969395025,0.3586116260055876,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,202,False,0.24797466680465957,0.27793925159066535,0.023319660405888176,0.05926341966941978,0.27793925159066535,0.27793925159066535,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,184,False,0.6617033948779035,0.013825620265520325,0.1491959978080657,0.290987219838605,0.013825620265520325,0.23594324461775645,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,7,True,,0.004990239852160678,,,0.004990239852160678,0.3541981799335137,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1942,False,0.3170572799783255,-0.2987693041678434,0.03687808952653615,0.08392576604045425,0.2987693041678434,0.34773679454530515,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,187,False,0.20405556901252742,0.2843370976111529,0.024056742203070303,0.0633336945811011,0.2843370976111529,0.2843370976111529,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,197,False,0.48345907795007304,0.00821476559806189,0.1081728280140467,0.21103161127135442,0.00821476559806189,0.21640619433569577,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,5,True,,0.005846952973024742,,,0.005846952973024742,0.3067507692785559,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1952,False,0.327154399729807,-0.30270021375913037,0.037451724965156474,0.08479954927464456,0.30270021375913037,0.3619363040278335,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,202,False,0.24797466680465957,0.27793925159066535,0.02097026513785394,0.06116833922441764,0.27793925159066535,0.27793925159066535,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,173,False,0.694720484598939,0.018542601397595795,0.1415439947830368,0.2868000351897998,0.018542601397595795,0.21374524044134643,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,4,True,,0.006276689251817624,,,0.006276689251817624,0.3280403754738225,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1905,False,0.3485983773763105,-0.28273750772956874,0.0450556009742491,0.10205437849964238,0.28273750772956874,0.33898124863510704,0.9268402777777777,0.02315972222222229,0
