dataset,arch,class,n_pred_target,low_support,monitor_drift,pred_mass_drop,b_confidence_shift,b_entropy_shift,b_share_drift,b_raw_score_ks,coverage,undercoverage,failing
ugr16,rf,nerisbotnet,49886,False,0.08195256764927472,0.0014850000000000002,0.0026393130028283807,0.010900233799978891,0.0014850000000000002,0.04681916666666669,0.9472833333333334,0.0027166666666665895,0
ugr16,rf,scan11,32554,False,0.09508885785961804,0.04354833333333333,0.002966751990823191,0.007865507366052377,0.04354833333333333,0.04361833333333334,0.5350233333333333,0.41497666666666666,1
ugr16,rf,scan44,67303,False,0.19008097897517018,-0.043224166666666675,0.0012883582567186913,0.006369011636694318,0.043224166666666675,0.05843833333333334,0.7990233333333333,0.15097666666666665,1
ugr16,rf,background,200301,False,0.05721348868699477,-0.002002500000000018,7.99458796526542e-05,0.0002955589472221024,0.002002500000000018,0.06200416666666675,0.9491499999999999,0.0008500000000000174,0
ugr16,rf,dos,50000,False,0.00581519925363188,4.999999999999449e-05,3.613103283683916e-05,0.0002490176905458501,4.999999999999449e-05,0.009549166666666664,0.9503233333333333,-0.00032333333333334213,0
ugr16,rf,nerisbotnet,49847,False,0.0778719480501277,0.0016158333333333302,0.0026176535976841775,0.010854024880835235,0.0016158333333333302,0.029568333333333363,0.9472833333333334,0.0027166666666665895,0
ugr16,rf,scan11,32477,False,0.11184095531618893,0.04372416666666666,0.002112649916521825,0.006617117033751875,0.04372416666666666,0.04373583333333332,0.5350233333333333,0.41497666666666666,1
ugr16,rf,scan44,67375,False,0.2540779764779308,-0.043387499999999996,0.0021503300529270852,0.007367741818306451,0.043387499999999996,0.06434833333333333,0.7990233333333333,0.15097666666666665,1
ugr16,rf,background,200284,False,0.030926634686495036,-0.0017766666666666486,0.00011148406813399347,2.2769657043224256e-05,0.0017766666666666486,0.032260833333333294,0.9491499999999999,0.0008500000000000174,0
ugr16,rf,dos,50001,False,0.007568085343611,4.750000000000587e-05,6.374228510619417e-05,0.00029538068083805296,4.750000000000587e-05,0.015490000000000032,0.9503233333333333,-0.00032333333333334213,0
ugr16,rf,nerisbotnet,49865,False,0.08365298457096892,0.0013874999999999998,0.0032157732353661483,0.011984927154171494,0.0013874999999999998,0.01621416666666664,0.9472833333333334,0.0027166666666665895,0
ugr16,rf,scan11,32719,False,0.13580748776253715,0.04313583333333333,0.0054008988719082,0.010692912582992193,0.04313583333333333,0.04313583333333333,0.5350233333333333,0.41497666666666666,1
ugr16,rf,scan44,67131,False,0.18231122736141175,-0.04279416666666666,0.0017791549641097415,0.0062561058182455335,0.04279416666666666,0.053849166666666656,0.7990233333333333,0.15097666666666665,1
ugr16,rf,background,200336,False,0.0333016873726634,-0.001923333333333277,0.00010399671568761537,0.00011571954025091195,0.001923333333333277,0.042598333333333294,0.9491499999999999,0.0008500000000000174,0
ugr16,rf,dos,50000,False,0.0038065627082500345,4.999999999999449e-05,4.93998181055888e-05,0.00022292174034626102,4.999999999999449e-05,0.018717499999999998,0.9503233333333333,-0.00032333333333334213,0
ugr16,rf,nerisbotnet,49826,False,0.07966840947056303,0.001501666666666665,0.0027550256197322875,0.011216411162206195,0.001501666666666665,0.017754166666666654,0.9472833333333334,0.0027166666666665895,0
ugr16,rf,scan11,32562,False,0.03528335066364288,0.04351166666666666,0.003456544820228391,0.007814888649460647,0.04351166666666666,0.04352333333333333,0.5350233333333333,0.41497666666666666,1
ugr16,rf,scan44,67276,False,0.1540043910691466,-0.04314000000000001,0.0017635120677088612,0.006179118212925192,0.04314000000000001,0.05748166666666665,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
ugr16,xgb,background,200326,False,0.01012117038340879,-0.001731666666666687,0.0005861671093626564,0.0020923551010377187,0.001731666666666687,0.02000500000000005,0.9491499999999999,0.0008500000000000174,0
ugr16,xgb,dos,50003,False,0.0040201666268676415,4.250000000000087e-05,0.0001619492214810503,0.0006236111051416224,4.250000000000087e-05,0.010425833333333356,0.9503233333333333,-0.00032333333333334213,0
ugr16,xgb,nerisbotnet,49871,False,0.07370551552978899,0.0012725000000000097,0.001986400783517195,0.008559351953730046,0.0012725000000000097,0.009300833333333314,0.9472833333333334,0.0027166666666665895,0
ugr16,xgb,scan11,31834,False,0.07825579747886188,0.05798166666666667,0.00957697882555042,0.006761321293271311,0.05798166666666667,0.05820416666666667,0.5350233333333333,0.41497666666666666,1
ugr16,xgb,scan44,67966,False,0.22865740574677512,-0.057565000000000005,0.0008097752933405866,0.00041328179221081923,0.057565000000000005,0.06567500000000001,0.7990233333333333,0.15097666666666665,1
cicids2017,mlp,Benign,153614,False,0.0024096810791470386,-0.5186775495143037,0.00017488730053105694,0.0006133824214426959,0.5186775495143037,0.5186840097130193,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1180,False,0.03149868149628898,0.5186775495143037,0.00016754982955113906,0.00040623392352202934,0.5186775495143037,0.5186917253171562,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153399,False,0.001638675997306929,-0.5172473347872888,0.00032805099635735413,0.0007205496650325373,0.5172473347872888,0.5173442377680244,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1395,False,0.21077958886631704,0.5172473347872888,0.0047415749167432075,0.0159282595200775,0.5172473347872888,0.5172692261942783,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153483,False,0.0017080086379141317,-0.5179550794919553,2.4855988244310012e-05,6.678654269269877e-05,0.5179550794919553,0.5180056888478696,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1311,False,0.1345280608164011,0.5179550794919553,0.0058604723851776175,0.011229699229515052,0.5179550794919553,0.5179550794919553,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153600,False,0.0017624108912778283,-0.5186283787354204,0.0001486071082791307,0.0005048016265806471,0.5186283787354204,0.5186412991328517,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1194,False,0.14659630781524657,0.5186283787354203,0.0007278104845777067,0.0010472701660869514,0.5186283787354203,0.5186425545382729,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153607,False,0.002592505236738017,-0.5186942361279987,0.00023300161787886964,0.0007527160411183973,0.5186942361279987,0.5187046457145876,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1187,False,0.4640398200484074,0.5186942361279986,0.0027236413145542704,0.004784706182953752,0.5186942361279986,0.5186942361279986,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153481,False,0.0012754392093067592,-0.5178389790866822,0.00011138382925923729,0.0003631903643881991,0.5178389790866822,0.5178518994841136,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1313,False,0.39625311286274684,0.5178389790866822,0.0005730124729234065,0.0006178030975453142,0.5178389790866822,0.5178389790866822,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153449,False,0.0020284018896056803,-0.5176941607324843,0.00042690032569814296,0.0009670122690298268,0.5176941607324843,0.5180405006522906,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1345,False,0.1091733302709027,0.5176941607324844,0.0178114264094289,0.030043486521565396,0.5176941607324844,0.5178106542768237,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153200,False,0.0016020203500394306,-0.5161268432554087,4.818042277454637e-05,6.193606061420876e-05,0.5161268432554087,0.5180561150321741,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1594,False,0.2654881816218896,0.5161268432554087,0.06971682684083758,0.13544943544590995,0.5161268432554087,0.5161268432554087,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153511,False,0.0010976197896518693,-0.5179296050403119,5.942252881130372e-05,8.101582895914312e-06,0.5179296050403119,0.5179683662326062,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1283,False,0.03257145477052861,0.5179296050403118,0.003566913675524197,0.006956070042335282,0.5179296050403118,0.5179940238558594,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,153274,False,0.0010215115067401899,-0.516584261958803,0.0002745197356057716,0.0004152143347051915,0.516584261958803,0.5180197082749594,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,1520,False,0.41948200428744453,0.5165842619588031,0.00994822136262774,0.03359297814110568,0.5165842619588031,0.5165842619588031,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153465,False,0.002521223897005528,-0.5177149799056625,0.00038963378272827143,0.0009683984595344525,0.5177149799056625,0.51789335465886,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1329,False,0.025504726150453214,0.5177149799056625,0.006081184201169099,0.011183432857408632,0.5177149799056625,0.5177149799056625,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153380,False,0.002296592170267545,-0.5172277710195319,0.000587784346407938,0.001182602442931803,0.5172277710195319,0.5177977070835456,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1414,False,0.07127175173201754,0.5172277710195319,0.025704315034842384,0.04404633949444866,0.5172277710195319,0.5172277710195319,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153379,False,0.0019470631393834874,-0.5171594028161112,0.0003299028851341257,0.0008081542779417492,0.5171594028161112,0.5177977070835456,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1415,False,0.07204559611795114,0.5171594028161112,0.02555226634777663,0.04482222742986195,0.5171594028161112,0.5171594028161112,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153394,False,0.002058176627706372,-0.5172769417984152,0.0004348966719641689,0.0009814118735493268,0.5172769417984152,0.5178093720755557,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1400,False,0.06559666171899067,0.5172769417984152,0.023814737095225857,0.041262300785993015,0.5172769417984152,0.5172769417984152,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153436,False,0.002320498507922531,-0.5175482701444751,0.0007521524177968031,0.0013536241959609724,0.5175482701444751,0.5177989624889667,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1358,False,0.03449209618143545,0.5175482701444751,0.011770008954834044,0.020576540016870953,0.5175482701444751,0.5175482701444751,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153346,False,0.0018109885519255531,-0.516966852260061,0.00043200427648781847,0.0009281124419588925,0.516966852260061,0.5178158322742714,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1448,False,0.09725806661243977,0.516966852260061,0.025708941352834636,0.05299310746227581,0.516966852260061,0.516966852260061,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153455,False,0.002466547389287907,-0.5176503779185053,0.0003312014170144817,0.000860360482039843,0.5176503779185053,0.517765406089967,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1339,False,0.017845404677548273,0.5176503779185053,0.007559980257724308,0.011715692484401765,0.5176503779185053,0.5176503779185053,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153232,False,0.0011369001295765935,-0.5162716616096066,0.00024755541212118093,0.000551878396760095,0.5162716616096066,0.5177408207005253,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1562,False,0.15161093836458842,0.5162716616096065,0.04196431620281782,0.08479716393602733,0.5162716616096065,0.5162716616096065,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153469,False,0.0025406393733285685,-0.5177614567020936,0.0004307808161100324,0.0010018720015897052,0.5177614567020936,0.5178868944601442,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1325,False,0.021769168457535147,0.5177614567020936,0.004283729284661142,0.008814537333565953,0.5177614567020936,0.5177614567020936,0.6038966666666667,0.3461033333333332,1
cicids2017,rf,Benign,153333,False,0.0017090419889057987,-0.5168415976736201,0.00029190430018544156,0.0006485542438572156,0.5168415976736201,0.5177964516781244,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,rf,DoS,1461,False,0.10331465614102975,0.5168415976736201,0.03947463978387811,0.06555611559416062,0.5168415976736201,0.5168415976736201,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,xgb,Benign,153090,False,0.0006926871661171174,-0.5153130413888386,1.4986708234188129e-05,4.673977946883991e-05,0.5153130413888386,0.5153388821837015,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,xgb,DoS,1704,False,0.7606440281892624,0.5153130413888386,0.0011116616354738262,0.0026971324819512013,0.5153130413888386,0.5153334942187973,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,154975,False,0.00025712884612410364,-0.5097032260271485,2.2502031690851965e-05,6.260002569417243e-05,0.5097032260271485,0.5097508062846177,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,2076,False,0.9041130442233402,0.5097032260271485,0.0021797241383358923,0.007464977577843393,0.5097032260271485,0.5097032260271485,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,154805,False,3.2298698362455994e-05,-0.508579212343796,1.0297805495551593e-05,1.783562378480532e-05,0.508579212343796,0.5088704315242398,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,2246,False,0.17347356930539187,0.5085792123437959,0.005777321833665305,0.010807039198149746,0.5085792123437959,0.5085792123437959,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,154989,False,0.001403483446749333,-0.5096676807650832,4.133617015567026e-05,0.00017374757164725024,0.5096676807650832,0.5096740481234572,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,2062,False,0.24590367834326332,0.5096676807650832,0.00026391340769937877,0.0017663150680622597,0.5096676807650832,0.5096837740913543,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,154877,False,0.0007667898498841409,-0.5089960993869589,1.037549856663933e-05,2.68993419772278e-05,0.5089960993869589,0.5089960993869589,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,2174,False,0.21373468603527015,0.5089960993869589,7.186956624882779e-05,0.00012521666823307514,0.5089960993869589,0.5090376621467261,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,154935,False,4.743182866685444e-05,-0.5093030620330018,1.5988697826818665e-05,1.8332336338236477e-05,0.5093030620330018,0.5096197506469418,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,2116,False,0.44817585901028617,0.5093030620330018,0.009349313731594977,0.01796855742041912,0.5093030620330018,0.5093238434128854,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,154920,False,8.548310059602087e-05,-0.5093114585568095,1.0951013599269643e-05,2.617858277816754e-05,0.5093114585568095,0.5093114585568095,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,2131,False,0.4880678053233935,0.5093114585568095,0.0012837326357324486,0.005323032262669265,0.5093114585568095,0.5093292311878421,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,154967,False,0.0004872116018787803,-0.5095691616406217,0.0001522441477633807,0.00027684704200059136,0.5095691616406217,0.5097394010119591,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,2084,False,0.6052677523732173,0.5095691616406217,0.006176516409947985,0.011816110273689326,0.5095691616406217,0.5095899430205053,0.6038966666666667,0.3461033333333332,1
cicids2017,mlp,Benign,154830,False,0.0006026361457678459,-0.5087383963031467,7.27410271198492e-05,0.00021520237216015402,0.5087383963031467,0.5092286828979471,0.9500806666666667,-8.066666666672884e-05,0
cicids2017,mlp,DoS,2221,False,0.08795338211025006,0.5087383963031467,0.011425616102085812,0.022145776181066792,0.5087383963031467,0.5087528103246564,0.6038966666666667,0.3461033333333332,1
