dataset,environment,seed,arch,protocol,class,alpha,coverage,set_size,nominal
ugr16,july_to_august,42,rf,TSC,background,0.1,0.8998,0.9082,0.9
ugr16,july_to_august,42,rf,TSC,dos,0.1,0.9001,0.9001,0.9
ugr16,july_to_august,42,rf,TSC,nerisbotnet,0.1,0.9017,0.9173,0.9
ugr16,july_to_august,42,rf,TSC,scan11,0.1,0.9018,1.8021,0.9
ugr16,july_to_august,42,rf,TSC,scan44,0.1,0.8988,1.6264,0.9
ugr16,july_to_august,42,rf,TSC,background,0.2,0.8007,0.8071,0.8
ugr16,july_to_august,42,rf,TSC,dos,0.2,0.8004,0.8004,0.8
ugr16,july_to_august,42,rf,TSC,nerisbotnet,0.2,0.8017,0.8122,0.8
ugr16,july_to_august,42,rf,TSC,scan11,0.2,0.801,1.5092,0.8
ugr16,july_to_august,42,rf,TSC,scan44,0.2,0.8004,1.43,0.8
ugr16,july_to_august,42,rf,SHC,background,0.05,0.9513,0.9554,0.95
ugr16,july_to_august,42,rf,SHC,dos,0.05,0.9511,0.9515,0.95
ugr16,july_to_august,42,rf,SHC,nerisbotnet,0.05,0.9485,0.9878,0.95
ugr16,july_to_august,42,rf,SHC,scan11,0.05,0.3822,0.9673,0.95
ugr16,july_to_august,42,rf,SHC,scan44,0.05,0.7066,0.9645,0.95
ugr16,july_to_august,42,rf,SHC,background,0.1,0.9021,0.9055,0.9
ugr16,july_to_august,42,rf,SHC,dos,0.1,0.9003,0.9003,0.9
ugr16,july_to_august,42,rf,SHC,nerisbotnet,0.1,0.9011,0.9156,0.9
ugr16,july_to_august,42,rf,SHC,scan11,0.1,0.3574,0.9096,0.9
ugr16,july_to_august,42,rf,SHC,scan44,0.1,0.6674,0.9075,0.9
ugr16,july_to_august,42,rf,SHC,background,0.2,0.803,0.8056,0.8
ugr16,july_to_august,42,rf,SHC,dos,0.2,0.8021,0.8021,0.8
ugr16,july_to_august,42,rf,SHC,nerisbotnet,0.2,0.8025,0.812,0.8
ugr16,july_to_august,42,rf,SHC,scan11,0.2,0.317,0.8068,0.8
ugr16,july_to_august,42,rf,SHC,scan44,0.2,0.5927,0.8063,0.8
ugr16,july_to_august,512,rf,REC,background,0.05,0.9497,1.9592,0.95
ugr16,july_to_august,512,rf,REC,dos,0.05,0.9509,1.9501,0.95
ugr16,july_to_august,512,rf,REC,nerisbotnet,0.05,0.9497,1.9817,0.95
ugr16,july_to_august,512,rf,REC,scan11,0.05,0.9506,1.9521,0.95
ugr16,july_to_august,512,rf,REC,scan44,0.05,1.0,1.7742,0.95
ugr16,july_to_august,512,rf,REC,background,0.1,0.8996,1.9077,0.9
ugr16,july_to_august,512,rf,REC,dos,0.1,0.8994,1.8982,0.9
ugr16,july_to_august,512,rf,REC,nerisbotnet,0.1,0.9007,1.9157,0.9
ugr16,july_to_august,512,rf,REC,scan11,0.1,0.9012,1.9024,0.9
ugr16,july_to_august,512,rf,REC,scan44,0.1,1.0,1.7272,0.9
ugr16,july_to_august,512,rf,REC,background,0.2,0.8,0.8087,0.8
ugr16,july_to_august,512,rf,REC,dos,0.2,0.7999,0.7999,0.8
ugr16,july_to_august,512,rf,REC,nerisbotnet,0.2,0.801,0.8116,0.8
ugr16,july_to_august,512,rf,REC,scan11,0.2,0.7992,1.4879,0.8
ugr16,july_to_august,512,rf,REC,scan44,0.2,0.7993,1.4319,0.8
ugr16,july_to_august,512,rf,TSC,background,0.05,0.9502,1.9598,0.95
ugr16,july_to_august,512,rf,TSC,dos,0.05,0.9504,1.9496,0.95
ugr16,july_to_august,512,rf,TSC,nerisbotnet,0.05,0.9506,1.9829,0.95
ugr16,july_to_august,512,rf,TSC,scan11,0.05,0.9498,1.9512,0.95
ugr16,july_to_august,512,rf,TSC,scan44,0.05,1.0,1.774,0.95
ugr16,july_to_august,512,rf,TSC,background,0.1,0.899,1.8073,0.9
ugr16,july_to_august,512,rf,TSC,dos,0.1,0.8987,1.7977,0.9
ugr16,july_to_august,512,rf,TSC,nerisbotnet,0.1,0.8997,1.8147,0.9
ugr16,july_to_august,512,rf,TSC,scan11,0.1,0.8991,1.882,0.9
ugr16,july_to_august,512,rf,TSC,scan44,0.1,0.9885,1.714,0.9
ugr16,july_to_august,512,rf,TSC,background,0.2,0.7987,0.8073,0.8
ugr16,july_to_august,512,rf,TSC,dos,0.2,0.7975,0.7975,0.8
ugr16,july_to_august,512,rf,TSC,nerisbotnet,0.2,0.7995,0.8102,0.8
ugr16,july_to_august,512,rf,TSC,scan11,0.2,0.7983,1.4875,0.8
ugr16,july_to_august,512,rf,TSC,scan44,0.2,0.7995,1.4317,0.8
ugr16,july_to_august,512,rf,SHC,background,0.05,0.9519,0.9564,0.95
ugr16,july_to_august,512,rf,SHC,dos,0.05,0.9501,0.9506,0.95
ugr16,july_to_august,512,rf,SHC,nerisbotnet,0.05,0.9504,0.9834,0.95
ugr16,july_to_august,512,rf,SHC,scan11,0.05,0.3822,0.9678,0.95
ugr16,july_to_august,512,rf,SHC,scan44,0.05,0.7069,0.9652,0.95
ugr16,july_to_august,512,rf,SHC,background,0.1,0.9029,0.9063,0.9
ugr16,july_to_august,512,rf,SHC,dos,0.1,0.9001,0.9001,0.9
ugr16,july_to_august,512,rf,SHC,nerisbotnet,0.1,0.9016,0.9157,0.9
ugr16,july_to_august,512,rf,SHC,scan11,0.1,0.3598,0.913,0.9
ugr16,july_to_august,512,rf,SHC,scan44,0.1,0.6678,0.9106,0.9
ugr16,july_to_august,512,rf,SHC,background,0.2,0.8023,0.8049,0.8
ugr16,july_to_august,512,rf,SHC,dos,0.2,0.8017,0.8017,0.8
ugr16,july_to_august,512,rf,SHC,nerisbotnet,0.2,0.8028,0.8121,0.8
ugr16,july_to_august,512,rf,SHC,scan11,0.2,0.3173,0.808,0.8
ugr16,july_to_august,512,rf,SHC,scan44,0.2,0.5908,0.8049,0.8
ugr16,july_to_august,6021,rf,REC,background,0.05,0.9506,1.0639,0.95
ugr16,july_to_august,6021,rf,REC,dos,0.05,0.9504,1.0505,0.95
ugr16,july_to_august,6021,rf,REC,nerisbotnet,0.05,0.9493,1.0785,0.95
ugr16,july_to_august,6021,rf,REC,scan11,0.05,0.9494,1.9431,0.95
ugr16,july_to_august,6021,rf,REC,scan44,0.05,0.9554,1.7313,0.95
ugr16,july_to_august,6021,rf,REC,background,0.1,0.9006,0.9123,0.9
ugr16,july_to_august,6021,rf,REC,dos,0.1,0.9,0.9,0.9
ugr16,july_to_august,6021,rf,REC,nerisbotnet,0.1,0.901,0.9159,0.9
ugr16,july_to_august,6021,rf,REC,scan11,0.1,0.9011,1.7793,0.9
ugr16,july_to_august,6021,rf,REC,scan44,0.1,0.8999,1.6288,0.9
ugr16,july_to_august,6021,rf,REC,background,0.2,0.8,0.809,0.8
ugr16,july_to_august,6021,rf,REC,dos,0.2,0.7989,0.7989,0.8
ugr16,july_to_august,6021,rf,REC,nerisbotnet,0.2,0.8009,0.811,0.8
ugr16,july_to_august,6021,rf,REC,scan11,0.2,0.7986,1.4701,0.8
ugr16,july_to_august,6021,rf,REC,scan44,0.2,0.7987,1.4325,0.8
ugr16,july_to_august,6021,rf,TSC,background,0.05,0.9503,1.1634,0.95
ugr16,july_to_august,6021,rf,TSC,dos,0.05,0.9501,1.1502,0.95
ugr16,july_to_august,6021,rf,TSC,nerisbotnet,0.05,0.9495,1.1785,0.95
ugr16,july_to_august,6021,rf,TSC,scan11,0.05,0.9482,1.9443,0.95
ugr16,july_to_august,6021,rf,TSC,scan44,0.05,0.9603,1.7352,0.95
ugr16,july_to_august,6021,rf,TSC,background,0.1,0.9008,0.9124,0.9
ugr16,july_to_august,6021,rf,TSC,dos,0.1,0.9003,0.9003,0.9
ugr16,july_to_august,6021,rf,TSC,nerisbotnet,0.1,0.9009,0.9158,0.9
ugr16,july_to_august,6021,rf,TSC,scan11,0.1,0.8997,1.7786,0.9
ugr16,july_to_august,6021,rf,TSC,scan44,0.1,0.9006,1.6283,0.9
ugr16,july_to_august,6021,rf,TSC,background,0.2,0.8,0.809,0.8
ugr16,july_to_august,6021,rf,TSC,dos,0.2,0.8013,0.8013,0.8
ugr16,july_to_august,6021,rf,TSC,nerisbotnet,0.2,0.7998,0.8099,0.8
ugr16,july_to_august,6021,rf,TSC,scan11,0.2,0.7989,1.4713,0.8
ugr16,july_to_august,6021,rf,TSC,scan44,0.2,0.8002,1.434,0.8
ugr16,july_to_august,6021,rf,SHC,background,0.05,0.9518,0.9565,0.95
ugr16,july_to_august,6021,rf,SHC,dos,0.05,0.951,0.9511,0.95
ugr16,july_to_august,6021,rf,SHC,nerisbotnet,0.05,0.9485,0.9771,0.95
ugr16,july_to_august,6021,rf,SHC,scan11,0.05,0.375,0.9583,0.95
ugr16,july_to_august,6021,rf,SHC,scan44,0.05,0.7053,0.961,0.95
ugr16,july_to_august,6021,rf,SHC,background,0.1,0.9027,0.9064,0.9
ugr16,july_to_august,6021,rf,SHC,dos,0.1,0.9014,0.9014,0.9
ugr16,july_to_august,6021,rf,SHC,nerisbotnet,0.1,0.898,0.9117,0.9
ugr16,july_to_august,6021,rf,SHC,scan11,0.1,0.3544,0.9065,0.9
ugr16,july_to_august,6021,rf,SHC,scan44,0.1,0.6686,0.9089,0.9
ugr16,july_to_august,6021,rf,SHC,background,0.2,0.8029,0.8057,0.8
ugr16,july_to_august,6021,rf,SHC,dos,0.2,0.7999,0.7999,0.8
ugr16,july_to_august,6021,rf,SHC,nerisbotnet,0.2,0.7996,0.8087,0.8
ugr16,july_to_august,6021,rf,SHC,scan11,0.2,0.3146,0.8041,0.8
ugr16,july_to_august,6021,rf,SHC,scan44,0.2,0.5936,0.8071,0.8
ugr16,july_to_august,7,rf,REC,background,0.05,0.9502,1.9529,0.95
ugr16,july_to_august,7,rf,REC,dos,0.05,0.9504,1.9506,0.95
ugr16,july_to_august,7,rf,REC,nerisbotnet,0.05,0.949,1.9844,0.95
ugr16,july_to_august,7,rf,REC,scan11,0.05,0.9489,1.9504,0.95
ugr16,july_to_august,7,rf,REC,scan44,0.05,1.0,1.7695,0.95
ugr16,july_to_august,7,rf,REC,background,0.1,0.8997,1.9013,0.9
ugr16,july_to_august,7,rf,REC,dos,0.1,0.9007,1.9007,0.9
ugr16,july_to_august,7,rf,REC,nerisbotnet,0.1,0.8979,1.9127,0.9
ugr16,july_to_august,7,rf,REC,scan11,0.1,0.8991,1.9003,0.9
ugr16,july_to_august,7,rf,REC,scan44,0.1,1.0,1.7223,0.9
ugr16,july_to_august,7,rf,REC,background,0.2,0.7979,0.8037,0.8
